PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33500992","Influence of Being Embodied in an Obese Virtual Body on Shopping Behavior and Products Perception in VR","Verhulst A, Normand JM, Lombart C, Sugimoto M, Moreau G.","Front Robot AI. 2018 Oct 3;5:113. doi: 10.3389/frobt.2018.00113. eCollection 2018.","Verhulst A","Front Robot AI","2018","2021/01/27","PMC7806053","","10.3389/frobt.2018.00113"
